IsoMap0	IsoMap1	IsoMap2	IsoMap3	IsoMap4	Label
continuous	continuous	continuous	continuous	continuous	O0 O1 O2 O3 O4 O5 O6 O7 O8 O9 R0 R1 R2 R3 R4 R5 R6 R7 R8 R9
					class
67.169815063476562500	-4.0431036949157714844	-34.5788116455078125000	-23.4225273132324218750	26.4000396728515625000	O0
-40.780689239501953125	-21.1040534973144531250	25.9943599700927734375	-5.9298515319824218750	-32.1374549865722656250	O1
-29.206401824951171875	0.5308636426925659180	23.5145854949951171875	-33.1242446899414062500	-13.7840223312377929688	O2
4.401380062103271484	38.6147460937500000000	7.8857135772705078125	20.3068714141845703125	-2.8934066295623779297	O3
18.807895660400390625	-82.5040359497070312500	-11.3596820831298828125	-28.7424240112304687500	-21.9528179168701171875	O4
17.123176574707031250	44.5411643981933593750	-5.3781523704528808594	24.6029338836669921875	-14.1295728683471679688	O5
21.899307250976562500	-34.0484924316406250000	54.6319999694824218750	6.1150355339050292969	-3.3157880306243896484	O6
-84.112632751464843750	-3.8086068630218505859	-34.6529235839843750000	-5.7783784866333007812	23.3566913604736328125	O7
-5.384448051452636719	23.3946037292480468750	14.9707489013671875000	-3.6312694549560546875	-0.3488265573978424072	O8
32.001750946044921875	30.5887279510498046875	-26.1263637542724609375	14.3874444961547851562	9.5960760116577148438	O9
45.377658843994140625	-26.1117668151855468750	-11.4661312103271484375	-21.5064811706542968750	34.7415542602539062500	O0
-19.406129837036132812	-30.1516838073730468750	-5.6727256774902343750	-25.7441825866699218750	-62.1226577758789062500	O1
-10.905411720275878906	39.4915733337402343750	48.1993370056152343750	-41.2308082580566406250	15.5735769271850585938	O2
-9.092471122741699219	47.3406639099121093750	-15.3055486679077148438	-2.1405723094940185547	-7.1802573204040527344	O3
12.080122947692871094	-75.0252227783203125000	-27.0308933258056640625	-10.6157808303833007812	-20.9005565643310546875	O4
-24.158847808837890625	-10.0587568283081054688	-11.2235546112060546875	60.3419609069824218750	9.4081258773803710938	O5
35.716892242431640625	-20.1282882690429687500	56.0958251953125000000	0.2751745283603668213	-28.0107421875000000000	O6
-56.009670257568359375	-29.3989887237548828125	-38.1292495727539062500	-24.9329166412353515625	3.2411170005798339844	O7
-44.076934814453125000	9.4056768417358398438	6.1533656120300292969	14.7244138717651367188	13.7533397674560546875	O8
18.978839874267578125	55.8396987915039062500	1.3055156469345092773	11.7259216308593750000	-26.8096771240234375000	O9
64.568977355957031250	-21.0082569122314453125	-13.4835195541381835938	-26.9721374511718750000	24.3315505981445312500	O0
-22.623146057128906250	-14.0834865570068359375	-11.6359615325927734375	-16.8309402465820312500	-66.3871154785156250000	O1
-35.373233795166015625	31.6252899169921875000	43.1998558044433593750	-29.3964557647705078125	10.6210365295410156250	O2
-21.507879257202148438	44.9915161132812500000	-34.3991699218750000000	-16.7387466430664062500	2.3798112869262695312	O3
15.108342170715332031	-64.0030670166015625000	1.3243175745010375977	-15.5315103530883789062	-47.8844070434570312500	O4
-5.296683788299560547	-23.7979927062988281250	-3.6775331497192382812	61.9939155578613281250	25.2824649810791015625	O5
18.834125518798828125	-36.1457252502441406250	57.9204292297363281250	13.5649967193603515625	0.8817239999771118164	O6
-39.578826904296875000	-16.2324428558349609375	-44.3837890625000000000	-6.2988624572753906250	-36.3395423889160156250	O7
-31.577508926391601562	12.0181379318237304688	8.3013553619384765625	-0.6531668901443481445	-0.5771445035934448242	O8
21.200160980224609375	50.3876876831054687500	1.1457667350769042969	17.1943931579589843750	-24.8270988464355468750	O9
68.542259216308593750	0.8605848550796508789	-34.0930595397949218750	-23.4473762512207031250	33.8332633972167968750	O0
